Company,"Parent company

(if known)",Allegation that a company has failed to provide plasma,Allegation that a community is receiving inadequate payments from plasma,Protests,Government interventions,Province,District (kabupaten),Sub-district (kecamatan),"Sub-district (kecamatan) 2

(if more than one listed)","Village 

(if known)",Date of most recent report,Link 1,Link 2,Link 3,Link 4,Link 5,Link 6,Link 7
Tunas Sawa Erma,Astra Agro Lestari,Yes,,,,Papua,Boven Digoel,,,,,http://highcarbonstock.org/wp-content/uploads/2018/10/HCSASS1.pdf,https://fsc.org/sites/default/files/2019-11/Korindo%20Group_Additional%20Social%20Analysis%20by%20FSC%20International.pdf,,,,,
Umekah Saripratama,Korindo,Yes,,Yes,,West Kalimantan,Ketapang,,,,01/07/2020,https://kalbar.antaranews.com/berita/347105/pn-ketapang-bebaskan-stefanus-dalam-kasus-panen-sawit,https://kalbar.antaranews.com/berita/347105/pn-ketapang-bebaskan-stefanus-dalam-kasus-panen-sawit,https://kabar65news.com/2020/07/20/sejumlah-desa-dari-manis-mata-audiensi-ke-dprd-ketapang/,https://lkbkalimantan.blogspot.com/2016/11/masyarakat-empat-desa-dan-perusahaan.html,https://www.kalbaronline.com/2022/02/24/ratusan-massa-geruduk-pt-usp-jelai-hulu-ketapang-buntut-seorang-warga-ditangkap/,https://delikcom.com/2022/02/25/tuntut-pt-usp-12-tahun-kebun-sawit-plasma-masyarakat-belum-terima-hasil/,https://www.google.com/url?q=https://www.youtube.com/watch?v%3D-jV0simUp6g&sa=D&source=docs&ust=1648040999314117&usg=AOvVaw29tJzP6DDh5FD_6EohS033
Cipta Tumbuh Berkembang,CTB Agro,Yes,,Yes,,Jambi,Tebo,Muarotembesi,,Mersam,20/01/2020,https://dinamikajambi.com/2020/01/20/gruduk-gedung-dprd-provinsi-ini-4-tuntutan-puluhan-petani-jambi/,https://majalah.tempo.co/read/hukum/126523/kredit-macetada-kredit-tak-ada-sawit&user=register,http://arsip.gatra.com/2010-06-20/majalah/artikel.php?pil=23&id=139309,,,,
Uni Primacom,Unknown,Yes,,,,Central Kalimantan,East Kotawaringin,Tualan Hulu,,,04/04/2016,https://kalteng.prokal.co/read/news/27834-warga-portal-lahan-ptuni-primacom.html,https://sampit.prokal.co/read/news/9100-kebun-plasma-baru-6-persen.html,,,,,
Usaha Agro Indonesia,Sampoerna Group,Yes,,Yes,,Central Kalimantan,West Kotawaringin,Kotawaringin Lama,,Babual Baboti,04/11/2020,"https://www.kaltengpos.co/berita/-57260-sudah_12_tahun_dituding_hanya_berjanji_tanpa_realisasi,_pt_uai_didemo_warga.html",https://sampit.prokal.co/read/news/31175-warga-tuntut-plasma-sawit-pt-uai.html,https://borneo24.com/headlines/dprd-kobar-nilai-pt-usaha-agro-indonesia-ingkar-janji-plasma-hingga-warga-demo,https://sampit.prokal.co/read/news/31175-warga-tuntut-plasma-sawit-pt-uai.html,,,
Citra Palma Kencana,First Resources Ltd,,Yes,Yes,,West Papua,Teluk Bintuni,,,,20/04/2018,https://www.facebook.com/kabardaritelukbintuni/posts/pt-varita-majutama-diadukan-ke-polres-teluk-bintunibintuni-kadate-pt-varita-maju/1978126805805600/,https://kadatebintuni.com/2018/04/20/pemda-bintuni-akan-mediasi-penyelesaian-hak-hak-petani-plasma-perkebunan-kelapa-sawit-pt-varita-majutama/,https://kadatebintuni.com/2018/06/13/petani-sawit-akan-kembali-bertemu-dengan-varita-majutama/,https://panahpapua.or.id/berita/mengungkap-pelanggaran-izin-perusahaan-pemegang-izin-terluas-di-papua-barat-pt-varita-majutama,,,
Citra Sawit Lestari,Unknown,Yes,,,,Central Kalimantan,Kapuas,Pasak Talawang,,Kaburan,11/09/2020,https://kaltengekspres.com/2020/11/kades-kaburan-keluhkan-sikap-pt-wana-catur-jaya-utama-yang-tidak-transparan/,https://www.zonakalteng.co.id/2020/11/04/pt-wana-catur-dinilai-tak-transparan-dengan-koperasi-sejahtera/,,,,,
Wana Sawit Subur Lestari II,BEST Agro International,Yes,,,,Central Kalimantan,Seruyan,,,,06/01/2020,https://drive.google.com/file/d/1ErKCers5PQgJIY5UcJKl_EOXnLH7VAGp/view?usp=sharing,https://www.borneonews.co.id/berita/153396-pemkab-seruyan-diminta-sikapi-aspirasi-warga-terhadap-pt-wana-sawit-subur-lestari-ii,https://riaunews.com/utama/rapat-konflik-pt-wssi-di-kantor-gubernur-riau-hanya-bahas-legalitas-ipk-kebun-plasma-diabaikan/,https://sampit.prokal.co/read/news/26786-warga-empat-desa-di-seruyan-mengadu-ke-dewan,,,
Wana Subur Sawit Indah,Unknown,,Yes,Yes,,Riau,Siak ,Koto Gasib,,"Buatan I, Buatan II",05/08/2021,https://riaubernas.com/news/detail/9325/ingkar-dengan-masyarakat-warga-ingin-pt-wssi-hengkang-dari-koto-gasib,https://riaunews.com/2021/08/rapat-konflik-pt-wssi-di-kantor-gubernur-riau-hanya-bahas-legalitas-ipk-kebun-plasma-diabaikan/,https://web.archive.org/web/20210712213852/https://www.gatra.com/detail/news/516939/ekonomi/camat-masyarakat-dengan-wssi-masih-berkonflik,https://www.gatra.com/detail/news/518572/milenial/terkait-pt-wssi-warga-siak-pertanyakan-sikap-kadis-lhk-riau,https://www.tribunnews.com/regional/2021/07/07/aneh-pemprov-riau-beri-izin-pegolahan-kayu-kepada-perusahaan-yang-sudah-bangkrut,https://beritabagus.co.id/article/beranikah-kementrian-pertanian-cq-dirjen-perkebunan-mecabut-izin-pt-wssi,https://suaratrust.com/forester-indonesia-minta-kementerian-pertanian-mencabut-izin-perkebunan-kelapa-sawit-pt-wana-subur-sawit-indah-yang-diduga-kebal-hukum/
Waru Kaltim Plantation,Astra Agro Lestari,,Yes,Yes,,East Kalimantan,Penajam North Paser,,,,30/04/2015,https://kaltim.antaranews.com/berita/25229/pt-wkp-wajib-siapkan-kebun-plasma-gratis,https://disbun.kaltimprov.go.id/artikel/ppu-gandeng-11-perusahaan-sediakan-plasma,https://web.archive.org/web/20191004184206/https://kaltim.antaranews.com/berita/25229/pt-wkp-wajib-siapkan-kebun-plasma-gratis,https://upperline.id/uploads/annual_reports/file/file_annual_5e746ae269c09.pdf,Salinan ini telah tayang di https://metropolis.id/news/politisi-gerindra-minta-pemkab-aceh-barat-selesaikan-sengketan-hgu-pt-paal-dengan-masyarakat/index.html.,,
Wira Mas Permai,Kencana Agri,Yes,,Yes,,Central Sulawesi,Banggai,Bualemo,,Sampaka,03/02/2021,https://www.obormotindok.co.id/pengelolaan-perkebunan-sawit-di-kabupaten-banggai-perlu-di-tinjau/,https://www.obormotindok.co.id/komisi-ii-dprd-banggai-rekomendasikan-cabut-izin-pt-wira-mas-permai/,http://ffgi.accep3.i-project.nl/ffgi-training-orange-maps/case-studies/2015/bank-investment-on-palm-plantation-in-pt-wira-mas-permai-central-sulawesi/,https://www.tuk.or.id/2017/02/pt-wira-mas-permai-di-bualemo-dari-perampasan-tanah-sampai-buruh-murah/,https://www.obormotindok.co.id/begini-isi-rekomendasi-dprd-banggai-terhadap-perusahaan-perkebunan-sawit-di-kecamatan-bualemo/,https://www.obormotindok.co.id/wmp-kalim-tak-ada-masalah-sengketa-ditengah-derasnya-keluhan-masyarakat-tentang-perampasan-lahan/,
Damai Jaya Lestari (Ganda Makmur mill),Torganda,Yes,,Yes,,Gorontalo,Boalemo,Taluditi,,,21/02/2021,https://sawitwatch.or.id/2021/02/21/siaran-pers-sawit-watch-210221-dua-perusahaan-sawit-pt-aas-dan-pt-wsm-diduga-melakukan-pelanggaran-pelaksanaan-kemitraan-perkebunan-di-provinsi-gorontalo/,https://www.mongabay.co.id/2016/06/19/kisah-sukses-warga-puncak-jaya-yang-bertahan-dari-ancaman-sawit/,https://dprd.pohuwatokab.go.id/artl/2018/03/28/perusahaan-sawit-dinilai-tipu-petani-plasma,,,,
Citra Riau Sarana,Team Ventures Investments Ltd,Yes,,,,Central Kalimantan,Kapuas,Kapuas Barat,,,01/01/2020,https://tewenews.com/koperasi-kjp-cipta-prima-sejahtera-diduga-ingkar-janji-dalam-pola-kemitraan-dengan-masyarakat-empat-desa-di-kapuas/,https://putusan3.mahkamahagung.go.id/direktori/putusan/4978896812af13273af28e18220c64a1.html,https://tewenews.com/diduga-tak-mengantongi-izin-perkebunan-sawit-kjp-cipta-prima-sejahtera-dipolisikan/2/,https://jurnalkalteng.id/2022/02/07/tak-berizin-koperasi-jasa-profesi-diduga-tipu-warga-desa-saka-tamiang-kapuas/,,,
Dapo Agro Makmur,Oriental Holdings Berhad,Yes,,,,West Kalimantan,Kapuas Hulu,Semitau,,Entipan,24/07/2022,https://www.insidepontianak.com/kalbar/pr-4543960574/belasan-tahun-tak-terima-hasil-warga-entipan-tuding-pt-kpi-bohongi-petani,https://wartapontianak.pikiran-rakyat.com/kalbar/pr-1172188161/merasa-dibohongi-warga-semitau-tuntut-plasma-sawit-ke-pt-kpi,https://terajufoundation.org/press-release-menjalan_tugas_membela_kepentingan_masyarakatnya_menuntut_hak_berujung_pada_laporan_pengaduan_oleh_pt_kpi_ke_polisi/,https://www.insidepontianak.com/kalbar/pr-4543971338/pengamat-minta-bupati-fransiskus-dian-cabut-izin-pt-kpi-petani-plasma-entipan-tak-kunjung-dibayar-perusahaan,,,
Darmex Plantation,Darmex Agro,,Yes,,,West Kalimantan,Mempawah,,,,29/06/2022,http://web.archive.org/web/20220808165954/https://regional.kompas.com/read/2022/06/29/121837978/mediasi-petani-plasma-yang-dibayar-rp-50000-per-hektar-gagal-perusahaan,,,,,,
Daya Labuhan Indah,Wilmar,,Yes,,,West Kalimantan,Sintang,Ketungau Tengah,,,15/02/2022,http://web.archive.org/web/20220216071501/https://mediakalbarnews.com/puluhan-petani-plasma-segel-kantor-pt-sawit-abadi-5-tuntut-shu/,,,,,,
Pinang Witmas Sejati,Unknown,,Yes,,,South Sumatra,Musi Banyuasin,Bayung Lencir,,"Muara Merang, Mangsang",04/01/2022,http://web.archive.org/web/20230104095120/https://www.elaeis.co/berita/baca/konflik-plasma-berlangsung-sejak-2005-solusinya-terus-dicari,,,,,,
Anam Koto,Unknown,,Yes,,,West Sumatra,West Pasaman,,,,07/12/2022,http://web.archive.org/web/20230105140737/https://www.bentengsumbar.com/2022/12/upaya-masyarakat-nagari-aia-gadang.html,,,,,,
Peniti Sungai Purun,HPI Agro,,,,,West Kalimantan,Mempawah,Sungai Pinyuh,,"Sungai Purun Kecil, Peniraman, Nusapati, Galang and Sungai Purun Besar",,https://lintas.news/pt-psp-hpi-agro-menipu-masyarakat-dan-mencoreng-nama-besar-djarum/,https://www.insidepontianak.com/kalbar/pr-4543762321/petani-plasma-desak-dprd-kalbar-bentuk-pansus-audit-pt-psp-hpi-agro-juga-minta-krimsus-selidiki?page=2,,,,,
Borneo Indo Tani,Unknown,Yes,,,,South Kalimantan,Banjar,Cintapuri Darussalam,,Alalak Padang,21/06/2022,http://web.archive.org/web/20230105151450/https://www.kompas.tv/article/301173/polemik-lahan-plasma-sawit-terbengkalai-warga-tidak-diperbolehkan-memanen-oleh-pemilik-lahan,,,,,,
Mitra Karya Sentosa,First Resources,Yes,,,,West Kalimantan,Ketapang,Simpang Dua,,,21/04/2021,https://askrspo.force.com/Complaint/s/case/5000o00003CN4rGAAT/detail,,,,,,
Inecda,S&G Biofuel,,Yes,,,Riau,Indragiri Hulu ,,,,28/06/2021,https://askrspo.force.com/Complaint/s/case/5000o00003CMsrzAAD/detail,,,,,,
Sungai Ragit,Unknown,Yes,,,,Central Kalimantan,Seruyan,,,"Teluk Bayur Village, Derawa Village, Durian Kait Village and Tangga Batu Village",30/11/2021,http://web.archive.org/web/20230105153216/ttps://www.lintascakrawalanews.com/2021/11/30/minta-keadilan-masyarakat-adat-dayak-kalteng-sambangi-komisi-iv-dpr-ri-terkait-penanaman-sawit-di-atas-makam-leluhur,,,,,,
Ciptatani Kumai Sejahtera,Unknown,,Yes,,,Central Kalimantan,Seruyan,,,"Teluk Bayur Village, Derawa Village, Durian Kait Village and Tangga Batu Village",30/11/2021,http://web.archive.org/web/20230105153216/ttps://www.lintascakrawalanews.com/2021/11/30/minta-keadilan-masyarakat-adat-dayak-kalteng-sambangi-komisi-iv-dpr-ri-terkait-penanaman-sawit-di-atas-makam-leluhur,,,,,,
Bulungan Hijau Perkasa,Unknown,Yes,,,,North Kalimantan,Bulungan,Lumbis,,,05/10/2021,https://www.komnasham.go.id/files/1474872712$1$XFC8$.pdf,,,,,,
Menteng Jaya Sawit Perdana,Unknown,Yes,,,,Central Kalimantan,East Kotawaringin,Mentaya Hilir Utara,,,07/10/2021,https://kalteng.indeksnews.com/komisi-i-dprd-kotim-menanggapi-pemortalan/,https://kalteng.indeksnews.com/komisi-i-dprd-kotim-menanggapi-pemortalan/,,,,,
Palmulya Selaras Abadi,Unknown,Yes,,,,East Kalimantan,West Kutai,Muara Lawa,Siluq Ngurai,,19/08/2021,https://s3.eu-central-1.wasabisys.com/cache.raindrop.io/321/201/916/file?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=BE6X466RAMMR6TB09V4G%2F20230105%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20230105T153809Z&X-Amz-Expires=1800&X-Amz-Signature=109a6db324ae1960ba02469a6a0c3d7abfb0571ba8123718d9be50f2686c6f18&X-Amz-SignedHeaders=host,,,,,,
Bulungan Surya Mas Pratama,Unknown,Yes,,,,North Kalimantan,Bulungan,,,,19/05/2017,https://kaltim.tribunnews.com/2017/05/19/tak-kunjung-bangun-kebun-plasma-izin-tiga-perusahaan-sawit-ini-akan-dicabut,,,,,,
Synergy Agro Resource,Unknown,Yes,,,,North Kalimantan,Bulungan,,,,19/05/2017,https://kaltim.tribunnews.com/2017/05/19/tak-kunjung-bangun-kebun-plasma-izin-tiga-perusahaan-sawit-ini-akan-dicabut,,,,,,
Alam Hijau Makmur,Unknown,Yes,,,,North Kalimantan,Bulungan,,,,19/05/2017,https://kaltim.tribunnews.com/2017/05/19/tak-kunjung-bangun-kebun-plasma-izin-tiga-perusahaan-sawit-ini-akan-dicabut,,,,,,
Agro Indomas East Kalimantan,Unknown,Yes,,,,East Kalimantan,Penajam North Paser,Sepaku,,,24/09/2021,https://bontangpost.id/banyak-sengketa-lahan-di-dekat-ikn-disarankan-bentuk-tim-terpadu/,,,,,,
Sapta Karya Damai,Unknown,Yes,,,,Central Kalimantan,East Kotawaringin,Mentaya Hilir Utara,,"Sulu Bakung Hamlet, Natai Baru",21/09/2021,https://kalteng.indeksnews.com/bima-santoso-laporan-warga-dusun-sulu/,,,,,,
